Gender,GivenName,MiddleInitial,Surname,TropicalZodiac,Occupation,BloodType
male,George,M,Burrow,Pisces,"Mold and model maker",B+
female,Cheryl,L,Hood,Aries,"Public relations coordinator",B+
male,Robert,M,Swan,Gemini,"Real estate appraiser",O+
male,Eugene,C,Rumph,Pisces,"Gas compressor operator",A+
male,Wendell,O,Jackson,Pisces,"Agricultural engineer",A+
female,Elizabeth,J,Bowman,Taurus,"Transportation, storage, and distribution manager",AB+
female,Heather,A,Witt,Capricorn,"Gaming dealer",B+
female,Lois,J,Mosely,Sagittarius,"Credit counselor",AB+
male,Chad,J,Malone,Taurus,"Credit analyst",A+
male,James,D,Thomson,Cancer,"Public health dentist",A+
male,Steven,W,Alling,Aries,"Executive assistant",O+
male,Rick,M,Gonzalez,Gemini,"Support staff specialist",A-
male,Guadalupe,K,Cothern,Aries,"Urban planner",A+
female,Jackie,L,Asbury,Pisces,"Sociocultural anthropologist",O+
male,William,S,Reyes,Cancer,"Natural sciences manager",A+
male,Derrick,A,Buchanan,Pisces,Composer,B+
female,Lorraine,R,Harris,Capricorn,"Floor sander",O-
male,Franklin,S,Beavers,Capricorn,"Executive recruiter",A+
female,Sandra,W,Douthitt,Capricorn,Packager,O+
female,Regina,A,Spangler,Taurus,"Control room assistant",B+
female,Eleanor,W,Boyd,Sagittarius,"Molding, coremaking, and casting machine operator",O-
male,Austin,S,Bailey,Taurus,"Pipe organ repairer",AB+
female,Karen,D,Fagin,Aquarius,"Agricultural laborer",A+
female,Deborah,K,Martinez,Gemini,"Airbrush artist",O-
female,Rita,P,Beaver,Virgo,"Film and video editor",O+
female,Dawn,D,William,Cancer,"Corporate office services manager",AB+
male,Rafael,M,Sandlin,Cancer,"Railroad brake, signal, and switch operator",A+
male,Phillip,G,Benn,Virgo,"Education planner",A+
female,Regina,B,McElligott,Taurus,"Log sorter",A+
female,Kristin,W,Arreguin,Virgo,"Construction electrician",A+
female,Kimberly,D,House,Libra,"CAD operator",O+
female,Ramona,B,King,Libra,Paperhanger,B+
female,Kimberly,W,Ono,Aries,"Broker associate",B+
male,Roger,M,Kennedy,Aries,"Gas compressor operator",A+
male,Richard,R,Dearborn,Taurus,"Executive administrative assistant",B+
female,Hedy,L,Hedrick,Taurus,"Business office manager",O+
male,Jaime,E,Woo,Pisces,"Fish and game warden",O+
female,Darla,L,Roberge,Sagittarius,"Sales worker",B+
female,Estelle,J,Simon,Virgo,"Greenhouse manager",B+
male,Brad,M,Browder,Taurus,"Oral pathologist",A+
male,Joshua,H,Penaflor,Scorpio,"Aircraft and avionics service technician",B+
female,Stacy,T,Cooper,Aquarius,Printmaker,A+
female,Martha,B,Reed,Pisces,"Construction mechanic",A+
female,Sandra,M,Pease,Scorpio,"Deputy sheriff",B+
male,Calvin,G,Gonzalez,Gemini,"Merchandise displayer",A-
female,Eleanor,A,McCabe,Cancer,"Process technician",B+
female,Ada,L,Thrower,Taurus,"Pesticide vegetation",O+
male,Ronald,C,Trevino,Virgo,"College counselor",B+
female,Herta,C,Phan,Aries,"Composing machine tender",B+
male,David,C,Wilson,Aquarius,Masseuse,A+
male,Terry,J,Davis,Aquarius,"Elevator repairer",B+
female,Hortencia,B,Sanders,Libra,"Journeymen lineman",A-
female,Janice,J,Gonzalez,Libra,"Horticultural specialty farmer",A+
male,Harry,L,Rogers,Sagittarius,Mortician,A-
female,Hollie,R,Harewood,Aquarius,"Airbrush artist",O+
female,Beverly,T,Mack,Taurus,"Medical equipment repairer",B+
male,Timothy,L,McKinney,Capricorn,"Street vendor",O+
male,Mark,E,Troutman,Virgo,"Reinforcing iron and rebar worker",B+
male,Bradley,L,Arvizu,Sagittarius,"Benefits clerk",O+
male,Julius,L,Otto,Sagittarius,"Harbor pilot",O+
female,Candice,I,Carroll,Sagittarius,"Linguistic anthropologist",O-
female,Yolanda,M,Edwards,Capricorn,"Industrial therapist",A+
male,Lee,R,Cervantes,Virgo,Steamfitter,O+
female,Anna,M,Higgins,Virgo,"Clerical specialist",A+
male,David,J,Hannum,Libra,Mason,B+
female,Wendy,R,Coleman,Virgo,"Administrative project coordinator",AB+
female,Gladys,N,Chausse,Gemini,"Payroll coordinator",B+
male,Ira,M,Lapinski,Aries,"Hydraulic and pneumatic technician",O+
female,Barbara,R,Hisle,Pisces,Limnologist,B+
female,Stacey,J,Gary,Cancer,"Creative director",B+
male,Michael,I,Morrison,Taurus,"Log mover",O+
female,Veronica,R,Farmer,Sagittarius,"Emergency care nurse",B+
male,Christopher,Z,Lucas,Aquarius,"Legal assistant",B+
female,Martha,A,Dubose,Cancer,"Loading machine operator",B-
male,Kevin,M,Ivey,Scorpio,"Gaming services",A+
female,Lila,M,Toland,Virgo,"Personal and home care aide",O+
female,Christine,C,Cummings,Aries,"CAD operator",O+
male,Edwin,P,Morgan,Aquarius,"Animal care and service worker",A+
female,Helen,K,Gibbs,Pisces,"PBX operator",O+
female,Brandi,B,Castillo,Aquarius,Teller,A+
male,Michael,V,Long,Pisces,Maid,B+
male,Taylor,C,Blanchard,Aquarius,"School bus driver",B+
female,Lula,D,Santistevan,Cancer,Pedicurist,B+
female,Linda,M,Conley,Sagittarius,"Benefits clerk",O+
male,Todd,L,Howard,Gemini,"Staff development specialist",A+
male,Lawrence,M,Jordan,Sagittarius,Gastroenterologist,A+
male,Marco,H,Williams,Pisces,"Athletic trainer",A+
male,Kyle,B,Sims,Taurus,"Health information technician",O+
female,Katherine,K,Lawrence,Cancer,"Personnel administrator",B+
female,Stephanie,S,Beane,Taurus,"Occupational therapist assistant",B-
male,Daniel,K,Watts,Cancer,"Highway patrol officer",A+
female,Teresa,C,Taylor,Aquarius,"Professional property manager",O+
female,Marilyn,A,Fox,Pisces,"Painting restorer",B+
male,William,K,Carlsen,Cancer,Pediatrician,O+
male,Steven,C,Johnson,Capricorn,Cardiographer,O+
male,William,D,Bennett,Capricorn,"Media outreach specialist",A+
male,Juan,E,Brown,Gemini,Surgeons,B+
female,Claudia,D,Meyer,Aquarius,"Probation officer",O+
female,Mary,T,Thompson,Aquarius,"Otorhinolaryngology nurse",A+
female,Michele,N,Gillard,Aquarius,"Mental health social worker",A+
male,Robert,L,Logan,Libra,"Shipping-and-receiving supervisor",A+
female,Tawanna,R,Hood,Aquarius,"Sawing machine operator",AB+
male,Carl,M,Bynum,Libra,"Music instructor",AB+
female,Jeanette,J,Green,Aries,"Maintenance machinist",A+
female,John,C,Bradley,Aquarius,"Education administrator",AB+
female,Christina,R,Marsh,Scorpio,"Ambulance attendant",A+
female,Dolores,R,Battle,Libra,"Auxiliary equipment operator",O+
female,Norma,J,Hoang,Libra,"Newsletter writer",O+
female,Melissa,H,Tudor,Scorpio,"Data entry keyer",B+
male,Jason,K,Kerrick,Aquarius,"Uniformed police officer",O+
male,Ronald,J,White,Libra,"Technical trainer",O+
female,Marilyn,W,Bennett,Cancer,"Vending machine technician",B+
male,Jerome,M,Moore,Pisces,"Athletic trainer",A+
male,Raymond,M,Wood,Sagittarius,"Clinical chemistry technologist",AB+
male,Jason,M,McKinney,Scorpio,"ABE teacher",O+
female,Beverly,W,Johnson,Sagittarius,"ATF agent",O+
male,Donald,S,Ethier,Cancer,"English as a second language teacher",AB+
female,Irena,O,Wilson,Cancer,"Construction mechanic",O+
male,Keith,C,Olden,Leo,"Groundskeeping worker",O+
female,Florence,M,Moreno,Capricorn,"Aircraft electrician",B+
female,Chandra,J,Wood,Cancer,"Electrical and electronics engineering technician",B+
female,Catherine,M,Hamilton,Capricorn,"Loss prevention agent",A+
female,Rachel,B,Gordon,Libra,Dietitian,A+
female,Sophia,A,Barfield,Virgo,"Customer services manager",A+
female,Pat,C,Ladd,Gemini,"Educational counselor",O+
female,Trina,S,Donahoe,Leo,"Payroll administrator",A+
female,Leah,E,Teal,Libra,"Service station attendant",A+
male,Michael,C,Buswell,Aquarius,"Bulldozer operator",AB+
male,Manuel,B,Graham,Aries,"Control and valve installer",O+
female,Kathy,J,Thompson,Libra,"Corporate administrative assistant",O+
male,Jacob,A,Barry,Cancer,"Fine artist",O+
female,Elizabeth,J,Hess,Sagittarius,"Cargo and freight agent",O+
male,Terrell,N,Fortune,Aries,"Corporate administrative assistant",O+
male,Nelson,D,Owens,Cancer,"Operations analyst",A+
female,Ruth,D,Rose,Aries,"Aircraft electronic systems specialist",O+
male,Herman,A,Patterson,Aries,"Medical laboratory technician",B+
female,Mildred,L,Grimaldi,Libra,"Power tool repairer",A+
female,Gillian,P,Russell,Aries,Hunter,A+
female,Anne,A,Gordon,Gemini,Epidemiologist,O-
female,Evelyn,K,Bradfield,Capricorn,"Museum director",B+
male,James,D,Dallas,Scorpio,"Tour escort",O+
female,April,G,Wessel,Taurus,"Cardiac and vascular nurse",A-
female,Barbara,C,Emerson,Libra,"Grill cook",O-
male,Justin,L,Bryan,Aries,"Wildlife officer",B+
male,Clarence,R,Britton,Leo,"Locomotive engineer",B+
male,Frank,C,Livingston,Cancer,"Travel adviser",B+
male,Darryl,P,Noll,Aquarius,"Bench technician",AB+
female,Lonna,R,Medrano,Leo,"Licensed vocational nurse",A+
male,Jared,J,Downey,Aquarius,"Museum technician",O+
male,John,J,Morris,Libra,"General clerk",B+
female,Debra,C,Dodd,Sagittarius,"Voice writer",AB+
female,Lisa,R,Jones,Scorpio,"Agent-contract clerk",O+
female,Linda,J,Caldwell,Libra,Courier,A+
male,Conrad,B,Rogers,Aries,"Poultry trimmer",O+
male,Gerald,S,Lewis,Cancer,Sprinklerfitter,B+
female,Megan,W,Nieves,Pisces,"Audio-visual collections specialist",O-
male,Michael,A,Camp,Gemini,"Office support secretary",A+
female,Isabel,K,Miranda,Libra,"Biomedical equipment technician",B+
male,Jerome,J,Garcia,Taurus,"Financial investigator",A+
female,Georgia,R,Scott,Sagittarius,"Structural metal fitter",B+
male,Wayne,T,Brewer,Aries,"Prosthetics technician",O+
female,Pauline,M,Fields,Virgo,Tilesetter,O+
male,Matthew,M,Butterfield,Capricorn,"Tool filer",B+
female,Mary,E,Huang,Aquarius,"Finance officer",B+
female,Stacey,A,Taylor,Libra,"Engraver set-up operator",O+
male,Kenneth,S,Hutchinson,Cancer,"English as a second language teacher",A+
female,Latoya,C,Rubin,Virgo,"Sauce cook",A+
female,Vesta,J,Im,Leo,"Regional planner",O+
male,Salvatore,M,Sweeny,Gemini,Conciliator,AB+
female,Diane,L,Parker,Scorpio,"Control room trainee",B+
male,Albert,J,Hepburn,Cancer,"Travel clerk",O+
male,Curtis,R,Turner,Sagittarius,"Uniformed police officer",O+
male,Gonzalo,H,Austin,Cancer,"Map editor",A+
female,Lara,B,Edwards,Leo,"Heat treating equipment setter",O+
female,Carol,M,Latham,Gemini,"Design printing machine operator",B+
female,Margaret,S,Rish,Gemini,"Data processor",O+
male,Scott,A,Hayden,Taurus,"Multimedia artist",B+
female,Theresa,L,Oleary,Pisces,Bookkeeper,B+
female,Grace,R,Sheffield,Gemini,"Pulmonary function technologist",B+
male,Robert,C,Billingsley,Gemini,"Publicity writer",B+
male,Raymond,O,Landry,Aries,"Molding, coremaking, and casting machine tender",A+
male,John,L,Weatherly,Libra,"Amusement machine repairer",O+
female,Betty,G,Mitchell,Capricorn,"Camp director",A-
female,Jill,C,Ambriz,Capricorn,"Store manager",B+
female,Debra,E,Harris,Taurus,"Exercise instructor",A+
male,Kevin,D,Thorne,Gemini,"Securities analyst",B+
male,Jeff,N,Corriveau,Capricorn,Bailiff,O+
male,Paul,S,Holmstrom,Leo,Recruiter,O+
female,Gladys,R,Cordero,Pisces,"Mobile heavy equipment mechanic",A+
male,Steven,J,Johnson,Libra,"Billing and posting machine operator",B+
male,Jason,S,Anderson,Sagittarius,"Team assembler",B+
male,Bill,A,Morales,Taurus,"Land acquisition specialist",O+
male,Matthew,P,Elks,Cancer,"Wire installer",O+
female,Rebecca,G,Smith,Leo,"Palliative care nurse",A-
male,John,M,Holland,Pisces,"Tumor registrar",O+
female,Glory,R,Garcia,Aries,Stratigrapher,B+
female,Jackie,J,Aitken,Cancer,Constructor,A+
male,Timothy,D,McWhorter,Leo,"Health education specialist",O+
male,Ralph,J,Lawson,Taurus,"Painting restorer",O+
female,Jennifer,K,Roper,Scorpio,"Lobby attendant",O+
female,Carla,B,Hubbard,Scorpio,"Sales worker supervisor",A+
male,Joshua,E,Murphy,Taurus,"Video camera operator",O+
female,Edith,R,Serna,Capricorn,"Garment presser",AB+
male,Richard,K,Martinez,Scorpio,"Manufactured building and mobile home installer",B+
male,Robert,S,Lyles,Aries,"Construction cost estimator",B+
female,Tonya,J,Thomason,Aries,"Funeral attendant",A+
female,Kathleen,C,Walker,Pisces,"Residential electrician",B+
male,Clarence,J,Marsden,Taurus,Typographer,O+
female,Jessica,G,Holbert,Gemini,"Occupational health and safety inspector",B+
male,Jason,G,Diaz,Gemini,"Gas compressor and gas pumping station operator",A+
female,Irene,R,Jones,Gemini,"Organic chemist",O+
female,Shirley,E,Etheridge,Cancer,"Horse trainer",B-
female,Angeline,C,Moody,Virgo,"Systems developer",O+
female,Asuncion,P,Steinmetz,Cancer,"Highway patrol officer",A+
female,Betty,B,Dileo,Aquarius,Announcer,B+
male,Kieth,E,Leslie,Aquarius,"Agricultural product sorter",B+
male,Robert,T,Cooper,Aquarius,"Boiler mechanic",A+
female,Myrna,D,Phelps,Gemini,"Training and development specialist",O+
female,Amy,H,Dennis,Virgo,"Arc cutter",A+
female,Tiny,D,Kelly,Capricorn,"Carpet, floor, and tile finisher",B+
female,Susan,R,Scanlon,Taurus,"Heat treating equipment setter",O+
male,Jorge,J,Parham,Libra,"Law librarian",A+
male,Michael,D,Wyatt,Libra,"Staff development specialist",A+
female,Mary,G,Kyler,Virgo,"Human resources representative",A+
female,Pauline,M,Murray,Sagittarius,"Certified public accountant",A+
female,Jacqueline,D,Hong,Aries,"Support service manager",O-
male,Glen,A,Gerhardt,Libra,"Loan collection officer",A+
female,Shalonda,D,Renfro,Cancer,"Employment counselor",O+
male,Justin,M,Nock,Aries,"Dividend clerk",O+
male,Justin,C,Marsh,Sagittarius,"Office support team leader",O+
female,Elizabeth,R,Stone,Aries,"Military officer",A+
male,Christopher,K,Lock,Capricorn,"Mapping technician",O+
female,Nora,L,Maldonado,Aries,"Tower controller",O+
male,Brett,S,Gwynn,Sagittarius,"Electronic publishing specialist",B+
male,Fabian,M,McCreary,Aries,Teller,B+
male,Preston,D,Langford,Aquarius,Magistrate,B+
male,Jason,J,Wallace,Scorpio,"Machine tender",O+
female,Martha,J,Smith,Aquarius,"Tow truck dispatcher",A+
female,Karen,R,Dunn,Cancer,Reporter,A-
female,Sandra,G,Willson,Aquarius,"Community outreach worker",A+
female,Helga,W,Carroll,Aries,"Enrollment specialist",B+
female,Leslie,L,Mohr,Cancer,"Cleaning, washing, and metal pickling equipment tender",O+
female,Princess,B,Carlson,Cancer,Blaster,O+
male,Glenn,K,Conner,Capricorn,"Physician assistant",O+
female,Deborah,D,Santos,Aquarius,"Placement counselor",O+
female,Maggie,R,Hopkins,Virgo,Lyricist,A+
male,Kim,E,Holland,Sagittarius,"Nurse educator",O+
male,James,L,McIntyre,Aries,"Employment specialist",A+
male,Salvador,M,Hoskins,Leo,"Grader operator",B+
male,Royce,C,Barber,Aquarius,"Managing editor",O+
female,Laura,C,Richards,Scorpio,"Teacher assistant",A+
female,Tracy,W,Coleman,Aries,Upholsterer,A+
female,Angela,M,Jones,Gemini,"Maxillofacial surgeon",B+
male,Chad,M,King,Cancer,"Transportation engineer",A-
male,Pierre,J,Hill,Gemini,"Electrical and electronics repairer",A+
female,Stacy,T,Lees,Gemini,"Library media specialist",O+
female,Elsie,E,Castile,Sagittarius,"U.S. Secret Service agent",B+
female,Carol,B,Bible,Capricorn,"Bindery machine operator",A-
male,James,E,Stein,Aquarius,"Travel guide",O+
male,Leslie,M,Haley,Libra,"Mixing and blending machine tender",O-
male,Donald,T,Whelan,Scorpio,"Palliative care nurse",A+
female,Michelle,H,Keller,Pisces,"Childcare worker",O+
female,Lucina,F,Hardin,Libra,"Library binding worker",A-
female,Kara,M,Torres,Libra,"Advertising sales agent",A+
female,Grace,A,Daniels,Libra,"Telecommunications line installer",O+
female,Crystal,R,Hubbard,Virgo,"Computer systems analyst",B+
female,Emily,B,Mendoza,Scorpio,"Fiscal technician",O+
male,Wilbur,S,Martin,Scorpio,"Financial controller",O+
male,James,C,Barrett,Pisces,"Sports trainer",O-
female,Willie,C,Gibbs,Aries,"Data typist",A+
male,Clyde,C,Harrison,Aries,"Electrical line worker",A+
male,Bobbie,G,Guest,Taurus,"Top executive",O+
female,Marion,S,Child,Scorpio,Rigger,O+
female,Nora,D,Ebling,Cancer,"Computer security specialist",B+
female,Virginia,E,Kan,Aquarius,"Athletic training instructor",B+
male,Jamie,C,Montalvo,Leo,"Brokerage clerk",B+
female,Tammy,K,Johnston,Taurus,"Risk and insurance manager",A+
male,Calvin,E,West,Libra,"Pulmonary function technologist",O-
female,Aimee,T,Rodriguez,Capricorn,"Recording engineer",O+
female,Celesta,P,Richardson,Taurus,"Reservation and transportation travel clerk",B+
male,Christopher,H,Williams,Cancer,"Support specialist",A+
male,Steven,T,Lopez,Libra,"Aircraft electrician",O+
male,William,V,Foxworth,Pisces,"Employment recruiter",O+
female,Helen,W,Votaw,Libra,"Segmental paver",A+
female,Doris,R,Politte,Taurus,"Metallurgical engineer",B+
female,Alicia,P,Jones,Capricorn,"Safety and health practitioner",O+
male,Harold,M,Ramirez,Gemini,"Administrative support manager",AB+
male,Joseph,M,Reda,Gemini,"Mail clerk",O+
male,Robert,J,Mather,Leo,"Laboratory animal technician",B+
male,Robert,L,Douglas,Pisces,Measurer,AB+
female,Cheryl,R,Foster,Scorpio,Pipelayer,B+
male,Allan,J,Graves,Capricorn,"Service station attendant",O+
female,Betty,S,Velez,Virgo,"Rental clerk",A+
female,Betty,D,Ramos,Libra,"Fabric and apparel patternmaker",O+
male,Fernando,S,Martinez,Taurus,"Geological engineer",A-
male,Julian,S,Cook,Capricorn,"Theoretical mathematician",O-
female,Juan,L,Gaiter,Scorpio,"Optometry doctor",B+
female,Ruth,T,Cardwell,Libra,"Aerobics instructor",A+
male,Frank,D,Alderman,Sagittarius,Mortician,A+
male,Ronnie,D,Culberson,Taurus,"Diesel service technician",O+
male,Larry,L,Gonzalez,Virgo,"Psychiatric nursing assistant",O+
male,James,L,Sison,Sagittarius,"Material scheduling",B+
male,Russell,B,Stephens,Gemini,"Sales engineer",O+
male,Louis,A,Smith,Scorpio,"Lease driver",O+
male,Jose,L,Backlund,Capricorn,Plumber,A+
female,Cassandra,R,Ware,Libra,"Rigging chaser",A+
female,Ann,F,Williams,Virgo,"Loss prevention agent",B+
male,Jonathon,T,Shipp,Virgo,"Neonatal nurse",B+
male,Forrest,S,Thomas,Gemini,"INS agent",AB+
female,Denisse,A,Brooks,Cancer,"Custom inspector",A+
female,Pamela,G,Newsom,Libra,"Animal scientist",A+
male,Christopher,K,Ralph,Taurus,"U.S. marshal",O+
female,Lacey,L,Jensen,Capricorn,"Ski patrol",A+
female,Hilda,J,Carter,Taurus,"Child care worker",AB+
female,Ellen,C,Medina,Leo,Farmworker,O-
female,Margaret,W,Spurgeon,Aquarius,"Tax accountant",A+
female,Judith,R,Andre,Aquarius,"Forest and conservation worker",O+
female,Frances,M,Brunson,Scorpio,"Disc jockey",A+
female,Deanna,A,Warren,Taurus,"Registered nurse",O+
male,Jack,H,Rodriguez,Sagittarius,"Grounds maintenance worker",A+
female,Katherine,S,Plante,Virgo,"Industrial hygienist",O+
male,Steven,M,Chittum,Taurus,Marshal,B+
male,Raymond,A,Markle,Capricorn,Videographer,A+
male,John,B,Correa,Leo,"Court officer",B+
female,Barbara,C,Hardee,Leo,"Sewage treatment plant operator",B+
female,Amanda,D,Johnson,Virgo,"Licensed clinical social worker",A+
female,Michelle,R,Lee,Pisces,"Tractor-trailer driver",A+
male,Pedro,K,English,Scorpio,Prosecutor,B+
female,Jennifer,M,Robin,Leo,"Advisor investigator",O+
male,Mauricio,L,Walter,Libra,"Load dispatcher",B+
female,Myrle,D,Baldwin,Pisces,"Placement counselor",B+
male,Micheal,M,Griffin,Taurus,"Material scheduling",A+
female,Nikki,J,Stewart,Libra,"Gaming services",O+
male,Jason,A,Philson,Taurus,"Water transportation master",A-
female,Sarah,L,Carpenter,Scorpio,"Information specialist",A+
female,Willa,J,Surber,Libra,"Teller supervisor",O+
male,Albert,B,Johnson,Scorpio,"Aircraft pilot",O+
female,Sandra,S,Lott,Taurus,"Pharmacy technician",B+
male,Clinton,F,Moreland,Cancer,Playwright,O+
male,Michael,D,Wright,Virgo,"Food and beverage manager",O+
male,Frank,R,Johnson,Gemini,"Sawing machine tender",O+
female,Donna,P,Lee,Capricorn,"Personnel assistant",A+
female,Melissa,R,Grande,Sagittarius,"Employee relations manager",O+
male,Sal,A,Hause,Aries,"Employment interviewer",O+
female,Patricia,G,Luttrell,Leo,Radiologist,B+
male,James,D,Martinez,Aries,"Vascular technologist",B+
male,Adrian,A,Kelley,Cancer,"Medical social worker",B+
male,William,L,Robinson,Taurus,"Elevator repairer",A+
male,Terry,M,Schroder,Aries,"Strength trainer",O-
female,Mary,M,Shor,Aries,"Shuttle car operator",O+
male,Eugene,A,Hebert,Aquarius,"Street vendor",O+
male,Joseph,J,Sheets,Scorpio,"Power tool repairer",O+
male,Jesse,T,Lambert,Cancer,"Court officer",B+
female,Amanda,M,Martelli,Leo,"Railroad signal operator",A-
female,Jay,T,Scales,Gemini,"Medical records and health information technician",B+
female,Jody,H,Hinton,Taurus,"Transportation equipment painter",O+
male,Robert,M,Stevenson,Libra,"Experimental psychologist",B+
male,James,T,Williams,Capricorn,"Cutting, punching, and press machine setter",O+
female,Mary,M,Mayers,Capricorn,"Human resources administrative assistant",B+
male,Phillip,B,Pike,Libra,"Engine and other machine assembler",O+
female,Kelsey,C,Cordero,Taurus,"Flight attendant",O+
male,Kenny,C,Delia,Aries,"Fitness worker",A+
male,William,C,Nino,Sagittarius,"Vocational nurse",O+
female,Esther,J,Brooks,Virgo,Biophysicist,O+
male,John,A,Myers,Gemini,"Mental health assistant",B-
female,Rebecca,D,Black,Aquarius,"Behavioral disorder counselor",B+
female,Billy,R,Smith,Aries,Paramedic,O+
female,Sarah,R,Hupp,Capricorn,"Gaming and sports book writer",O+
female,Velma,C,Griffin,Virgo,Facilitator,B+
male,Harold,C,Townsend,Taurus,"Professional sports scout",O+
male,Jonathan,B,Ventura,Capricorn,"Forging machine operator",B+
male,Jim,S,Irizarry,Virgo,"Crushing, grinding, and polishing machine operator",O+
female,Helen,W,Najar,Cancer,Dermatologist,A+
female,Angela,W,McCoy,Aries,"Ship officer",B-
male,Ken,V,Jones,Capricorn,"Lens grinder",O+
female,Nevada,W,Bader,Leo,"Business office manager",O+
female,Jessica,M,Lanham,Pisces,"Telecommunications line installer",B+
female,Maria,F,Follett,Taurus,"General internist",AB+
female,Deanna,J,Scott,Taurus,"Employment specialist",B+
male,Lewis,M,Kratz,Aries,"Management consultant",O+
male,Jarrod,M,Taylor,Scorpio,"Internet developer",B+
female,Jessie,R,Gonzalez,Pisces,"Airline copilots",O+
male,Marco,H,Simoes,Pisces,"Refractory materials repairer",AB+
male,Marshall,I,Tate,Scorpio,Electrologist,O+
female,Roberta,F,Veith,Virgo,"Audio control engineer",O+
female,Heather,L,Windham,Cancer,"Subway operator",B+
female,Kira,K,Marcum,Scorpio,"Audio control engineer",A+
female,Jeannette,G,Kirkpatrick,Libra,"Nurse aide",O+
female,Lori,S,Rogers,Aries,Detective,AB+
male,Karl,D,Asmus,Scorpio,"CNC operator",O+
male,James,L,Olmstead,Leo,Linemen,A+
female,Carla,D,Baeza,Libra,"Personal care aide",B-
female,Colleen,D,Burke,Aries,"Brokerage clerk",B+
female,Patricia,W,Mann,Capricorn,Paraeducator,B+
female,Mollie,J,Richards,Sagittarius,"Administrative support services director",B+
female,Janice,J,Letellier,Libra,"Armed Forces",B-
male,Danny,J,Haynes,Aquarius,"EKG technician",A-
male,Roy,M,Green,Taurus,"Payroll administrator",O+
male,Jason,D,Rhoades,Leo,"Project manager",B+
male,Justin,J,Hardy,Leo,Checker,B+
female,Melissa,H,Church,Virgo,"Clerical supervisor",A+
male,Gabriel,M,Bussiere,Aquarius,"Radiologic nurse",B+
female,Lilia,F,Fields,Aquarius,"Sports book runner",A+
female,Alison,M,Hundt,Cancer,"Construction laborer",B+
male,Mark,D,Millwood,Virgo,"Amusement and recreation attendant",A+
female,Eula,B,Lietz,Gemini,"Closing agent",B-
male,Garry,M,Batres,Gemini,Plumber,O+
female,Jessica,D,Williams,Taurus,Administrator,AB+
male,Vernon,T,Martinez,Leo,"Human resources consultant",B+
male,Robert,C,Wilson,Aquarius,"Power tool repairer",A+
male,Richard,M,Ly,Sagittarius,Newscaster,B+
male,Samuel,B,Hughes,Libra,"Bindery machine operator",B+
male,Aaron,M,Duggan,Cancer,Demographer,O-
female,Karin,W,Dixon,Gemini,"University faculty",A+
male,Ryan,P,Pettengill,Gemini,"Food and tobacco roasting, baking, and drying machine operator",B+
male,Joseph,L,Taylor,Virgo,"Digital imaging technician",B+
female,Yolanda,M,Bauer,Aquarius,"Motel desk clerk",B+
female,Kelly,H,Tran,Aries,"Network and computer systems administrator",B+
male,Thomas,E,Mifflin,Pisces,"Sound engineering technician",B+
male,Melvin,C,Bush,Scorpio,"Combined food preparation and serving worker",O+
male,Sonny,J,Kane,Capricorn,"Bartender helper",O+
male,Pedro,I,Rosa,Capricorn,"Design printing machine operator",A+
female,Debbra,R,Brandon,Pisces,"Heavy vehicle and mobile equipment service technician",O-
male,Joshua,A,McCary,Libra,"Structural metal fabricator",A+
male,George,M,Ellis,Leo,"Conservation technician",A+
female,Vera,F,Leverett,Gemini,"Elevator installer",A+
female,Deanna,O,Osorio,Leo,"Agent-contract clerk",B+
female,Devon,A,Hunter,Taurus,"Library binding worker",O+
female,Ellen,J,Sweeney,Capricorn,"Conservation scientist",O+
female,Jean,R,Lambert,Libra,"Sports book writer",A+
female,Leila,B,Kaminski,Leo,"Medical laboratory technologist",B+
female,Marie,J,Mackenzie,Pisces,"Costume attendant",B+
male,Raymond,K,Hagan,Cancer,"Patient educator",O+
male,Harvey,M,Walker,Gemini,Teller,O+
female,Laura,G,Johnston,Virgo,"Electronic reporter",A+
female,Cynthia,D,Cloud,Cancer,"Restaurant chef",O+
male,William,J,Robinson,Cancer,"Ground controller",A+
female,Kisha,B,Miller,Taurus,Encoder,B+
female,Jean,J,Williams,Cancer,"Cutting and slicing machine tender",O+
male,Johnny,E,Campbell,Libra,"Pretrial services officer",O+
male,Carlos,I,Zehr,Scorpio,"Dance captain",B+
female,Lucile,A,Johnson,Libra,"Home entertainment service technician",B+
female,Brenda,N,Adamek,Aries,"Child protective services social worker",A+
female,Sheri,A,Doi,Gemini,"Professional scout",O+
male,Lane,J,Gardner,Cancer,"Preschool teacher",A-
female,Sharon,J,Bracy,Cancer,"College instructor",O+
male,Danny,L,McKenzie,Libra,"Wealth manager",B+
male,Lester,N,Force,Leo,Midshipman,A+
female,Pamela,C,Byrnes,Sagittarius,Sheriff,O+
male,Robert,S,Pate,Pisces,"Audio control engineer",A+
female,Linda,R,Dibble,Leo,"Floor finisher",O+
male,Garrett,N,Hitchcock,Aries,Army,O+
female,Iola,H,Tiernan,Capricorn,"Life Guard",A-
male,Larry,J,Boddy,Virgo,"Refrigeration mechanic",A+
male,Erick,J,Floyd,Taurus,"Radio announcer",O+
male,Frank,M,Bonilla,Capricorn,"Physical therapist aide",O+
male,Harold,B,Collier,Scorpio,"Maintenance electrician",B+
male,Jeff,D,Spears,Capricorn,Shaper,O+
female,Pamela,R,Ruth,Sagittarius,"Credit checker",O+
